,train_mse,val_mse
0,0.18923496374268137,0.021501220762729645
1,0.02049269857237004,0.014292674139142036
2,0.014172709379602686,0.011014355346560478
3,0.010451031777973411,0.0077112712897360325
4,0.008167888552877485,0.006650627125054598
5,0.006754544264237795,0.005459599196910858
6,0.005763400705479738,0.0063318535685539246
7,0.005205964394909446,0.004366424400359392
