,train_mse,val_mse
0,0.394912606853748,0.0689900666475296
1,0.04634021979834989,0.03733094409108162
2,0.02996624659781701,0.027625037357211113
3,0.023450755592540045,0.023209724575281143
4,0.019539167826003002,0.022283336147665977
5,0.016441150316011125,0.01616803929209709
6,0.014318098966902662,0.014189927838742733
7,0.012717033309914241,0.013939101248979568
